Word|Antonym1,Antonym2,Antonym3,Antonym4
socialism|capitalism
socialist economy|capitalism
socialist|capitalistic
socialistic|capitalistic
soft drug|hard drug
soft spot|good part
soft water|hard water
soft|hard,hardened,forte,unvoiced,loud
softball game|hardball
softball|hardball
soft-boiled|hardhearted
soften|harden,sharpen,stand
soft-finned fish|spiny-finned fish
softhearted|hardhearted
softly|forte,loudly
softness|hardness,sharpness,distinctness,loudness,fitness
software package|hardware
software program|hardware
software system|hardware
software|hardware
soil|clean
soiled|clean
solar apex|antapex
sold|unsold
soled|soleless
soleless|soled
solemnity|levity
solid|liquid,gaseous,hollow
solidity|hollowness,porosity
solidness|porosity,insubstantiality
solubility|insolubility,insolubility,unsolvability
soluble|insoluble
solvability|insolubility,unsolvability
solved|unsolved
solvency|insolvency
solvent|insolvent
some|no,all
somewhat|immoderately,unreasonably
somnolence|wakefulness
son|girl,daughter
sonant|unvoiced
sonic|subsonic,supersonic
soothe|irritate
sophisticated|naive
sophistication|naivete
sorely|painlessly
sororal|brotherly
sorrow|joy
sorrowful|joyful
sorry|unregretful
so-so|intolerably,unacceptably
sound off|cheer
sound|silence,unsound,devoice
soundable|unfathomable
soundness|unsoundness
sour|sweet,sweeten
source program|object program
source|sink
soured|unsoured
south|north
southern|northern
southernness|northernness
spaced|unspaced
spacial|nonspatial
spareness|fatness
sparingly|amply
sparkling|still
spat|boo
spatial|nonspatial
speaking|nonspeaking
special agent|general agent
special verdict|general verdict
specialise|diversify,generalize
specialised|unspecialized
specialiser|generalist
specialist|generalist
speciality|weak point
specialize|diversify,generalize
specialized|unspecialized
specializer|generalist
specialness|generality
specialty|weak point
specific|general,nonspecific,nonspecific
specifically|generally
specified|unspecified
specify|generalize
spectral color|achromatic color
spectral colour|achromatic color
speed up|decelerate,decelerate
speed|decelerate,linger
speedily|slowly
speedup|deceleration
spell|unspell
spew|keep down
spherical|nonspherical
spill the beans|keep quiet
spineless|vertebrate,spinous
spinous|spineless
spiny|spineless
spiny-finned fish|soft-finned fish
spirited|spiritless
spiritism|worldliness
spiritless|spirited
spiritualise|literalize
spiritualism|worldliness
spirituality|worldliness
spiritualize|literalize
splayfoot|pigeon-toed
splayfooted|pigeon-toed
split ticket|straight ticket
split up|unite
split|unite
splitter|lumper
spoils system|merit system
spoken|written
sponginess|incompressibility
sponsor|boycott
spontaneous abortion|live birth
spontaneous|induced
sporadic|continual
sportingly|unsportingly
spotlight|play down,background
spread out|contract,fold
spread|gather,fold
spring equinox|autumnal equinox
springtide|neap tide
spue|keep down
spuriousness|genuineness
squander|conserve
square shooter|liar
square|round,crooked
squeezability|incompressibility
stabile|mobile
stabilisation|destabilisation,destabilization
stabilise|destabilize,destabilise
stability|inconstancy,instability,unstableness,instability
stabilization|destabilisation,destabilization
stabilize|destabilise,destabilize
stable|unstable
stableness|unstableness,instability
staccato|legato
staged|unstaged
stagnate|work
stained|unstained
stale|fresh
staleness|freshness
stalinise|destalinize
stalinize|destalinize
stalked|sessile
stalkless|pedunculate
stand firm|surrender
stand still|move
stand up|sit down,lie down,sit,lie
stand|yield,sit,lie
standard|nonstandard
stander|sitter
standing|running,seated
staple|unstaple
starboard|larboard
starchless|starchy
starchy|starchless
starless|starry
starry|starless
start out|end
start up|stop
start|middle,end,end,stop,finish
starting time|middle,end
starve|feed,be full
state of war|peace
statesmanlike|unstatesmanlike
statesmanly|unstatesmanlike
stative|active
stator coil|rotor
stator|rotor
stay in place|travel
stay put|move
stay|change,move,depart
steadily|unsteadily
steadiness|unsteadiness
steady|unsteady,unsteadily
steep|gradual
steepness|gradualness
stemless|caulescent,stemmed
stemmed|acaulescent,stemless
step down|escalate,take office
step up|de-escalate
step-down|increase
step-up|decrease
sterile|fertile
sterility|fertility
steroidal|nonsteroidal
stick around|move
stick|dislodge,move
stiff|impotent
stiffen|loosen
stifle|stimulate
stigmatic|astigmatic
stigmatism|astigmatism
still|agitate,louden,moving,sparkling,no longer
stillbirth|live birth
stillborn infant|liveborn infant
stillness|motion
stimulate|de-energise,de-energize,sedate,stifle
stimulating|unstimulating
stimulative|depressant
stinginess|generosity
stingy|ample,generous
stinky|fragrant
stirred|unmoved
stoic|emotional person
stomatous|astomatous
stop consonant|continuant consonant
stop|continue,begin,start,continuant consonant
stoppable|unstoppable
stormy|calm
stoutheartedness|faintheartedness
straddle|side
straight arrow|liar
straight line|curve
straight shooter|liar
straight ticket|split ticket
straight|curved,coiled,curly,indirectly,crooked
straighten out|snarl,entangle
straighten|bend
straightness|curliness,indirectness,crookedness
strain|unstrain,relax
strange|native,familiar
strangeness|nativeness,familiarity
strap|unstrap
stratified language|unstratified language
stratified|unstratified
strength|weak point,unpersuasiveness,weakness
strengthen|weaken
strengthening|weakening
stressed|unstressed
stretch|shrink
strict|indulgent
strike|miss
string|unstring
strip down|dress
strip|dress
strong point|weak point
strong suit|weak point
strong|weak,impotent
strongly|weakly
structured|unstructured
stubborn|docile
stuck|unstuck
studied|unstudied
studio|location
stuff|unstuff
stupid|smart,intelligent
stupidity|intelligence
sturdy|compromising
styleless|stylish
stylish|styleless,unfashionable
suasion|dissuasion
subartesian|artesian
subhuman|superhuman
subjacent|superjacent
subject case|oblique
subjective|transeunt,objective
subjectively|objectively
submerged|afloat,aground
submergible|nonsubmersible
submersible warship|surface ship
submersible|nonsubmersible,surface ship
submissive|domineering
subordinate|independent,insubordinate,dominant
subordinating|coordinating
subordination|insubordination
subordinative|coordinating
subscript|adscript,superscript,superscript
subsequence|priority
subsequent|antecedent
subsequentness|priority
subsonic|supersonic,sonic
substantial|insubstantial
substantiality|insubstantiality
substantialness|insubstantiality
substantiate|negate
substantive|adjective
subsurface|overhead,surface
subtract|add
subtraction|addition
subtractive|additive
succeed|precede,fail
succeeder|loser
succeeding|preceding
success|loser,failure
successful|unsuccessful
successfully|unsuccessfully
succumb|survive
suck|bottlefeed
suckle|bottlefeed
sudden|gradual
suffer|enjoy,be well
sufficiency|inadequacy,insufficiency
sufficient|insufficient
sufficiently|insufficiently
suffix|prefix
sugarless|sugary
sugary|sugarless
suggest|contraindicate
suitability|unsuitableness,unsuitability
suitableness|unsuitableness,unsuitability
suitably|unsuitably,inappropriately
summer solstice|winter solstice
summerise|winterize
summerize|winterize
summery|autumnal,wintry,vernal
sundown|sunrise
sunken|afloat,aground
sunniness|uncheerfulness
sunrise|sunset
sunset|sunrise
sunshine|uncheerfulness
sunup|sunset
superficial|profound
superficiality|profundity
superhuman|subhuman
superior|inferior,subscript,inferior,adscript
superiority|low quality,inferiority
superjacent|subjacent
supernal|infernal
supernatural|natural
superordinate|inferior
superscript|subscript,adscript,subscript
supersonic|sonic,subsonic
supervised|unsupervised
supination|pronation
supply|demand,recall
support|negate
supported|unsupported,unsupported
supportive|unsupportive
suppressed|publicized
suppurative|nonsuppurative
supra|below
surcharge|undercharge
surd|voiced
sure thing|uncertainty
sure|unsure,uncertain,uncertain
surface mail|air mail
surface ship|submersible
surface|subsurface,overhead
surface-assimilative|nonadsorbent
surface-to-air|air-to-surface,air-to-air
surge|ebb
surgical|nonsurgical,medical
surmountable|insurmountable
surprised|unsurprised
surprising|unsurprising
surprisingness|expectedness
surrender|resist
survive|succumb
susceptibility|unsusceptibility
susceptible|unsusceptible
susceptibleness|unsusceptibility
suspect|plaintiff,trust
suspected|unsuspected
sustain|negate
swear|mistrust,distrust
sweet|dry,sour,salty
sweeten|sour
sweetness|unpleasantness
swept|unswept
swim|sink
switch off|switch on
switch on|switch off
sworn|unsworn
syllabic|accentual,quantitative,nonsyllabic
symmetric|asymmetrical
symmetrical|asymmetrical
symmetrically|asymmetrically
symmetricalness|asymmetry
symmetry|anisotropy,disproportion,asymmetry
sympathetic|unsympathetic
sympathetically|unsympathetically
sympatric|allopatric
sympatry|allopatry
sync|desynchronise,desynchronize
syncarpous|apocarpous
syncategorem|categoreme,categorem
syncategorematic|categorematic
syncategoreme|categoreme,categorem
synchronal|asynchronous
synchroneity|desynchronizing,desynchronization,asynchronism
synchronic|diachronic,asynchronous
synchronicity|desynchronizing,desynchronization,asynchronism
synchronisation|desynchronizing,desynchronization,asynchronism
synchronise|desynchronise,desynchronize
synchronism|desynchronizing,desynchronization,asynchronism
synchronization|desynchronizing,desynchronization,asynchronism
synchronize|desynchronise,desynchronize
synchronizing|desynchronizing,desynchronization,asynchronism
synchronous operation|asynchronous operation
synchronous|asynchronous
synchrony|desynchronizing,desynchronization,asynchronism
synclinal|anticlinal
syndetic|asyndetic
synergist|antagonist
synergistic|antagonistic
synonym|antonym
synonymous|antonymous
syntagmatic|paradigmatic
synthesis|analysis
synthesise|analyze
synthesize|analyze
synthetic thinking|analysis
synthetic|analytic
synthetical|analytic
systematic|unsystematic
systematically|unsystematically,inconsistently
table d'hote|a la carte
taciturn|voluble
tack together|disassemble
tack|disassemble
tackle|unharness
tact|tactlessness
tactful|tactless
tactfully|tactlessly
tactfulness|tactlessness
tactless|tactful
tactlessly|tactfully
tactlessness|tactfulness
tagged|unlabeled
tail|head
taint|disinfect
take apart|synthesize,assemble
take away|bring,add
take down|raise
take hold|let go of
take in|emit,let out,abstain
take issue|agree
take leave|stay
take off|add
take office|leave office
take out|add,pack,deposit,include
take to heart|neglect
take|disclaim,abstain,refuse,obviate,give
taken|given
talented|untalented
talentless|talented
talk into|talk out of
talk out of|talk into
talk|keep quiet
tall|short
tallness|shortness
tally|disagree
tame|wild
tamed|wild
tameness|wildness
tangibility|impalpability,intangibility
tangible|impalpable,intangible
tangibleness|impalpability,intangibility
tangle|unsnarl,disentangle,unknot,unravel,unravel
tangled|untangled
tanned|untanned
tape|erase
taper file|blunt file
tapped|untapped
tardily|early,quickly
tardiness|punctuality
target program|source program
tasteful|tasteless
tastefully|tastelessly
tastefulness|tastelessness
tasteless|tasteful,tasty
tastelessly|tastefully
tastelessness|tastefulness
tastily|tastelessly
tasty|tasteless
tattily|expensively
tattle|keep quiet
tautness|looseness
taxable|nontaxable
tear down|raise
tearful|tearless
tearless|tearful
technical|nontechnical
technophile|technophobe
technophobe|technophile
teemingness|scarcity
temperance|intemperance
temperate|intemperate
tempered|untempered
temporalty|clergy
temporarily|permanently
temporary|permanent
tenacious|unretentive
tender|tough
tense up|relax,unstrain,relax
tense|relaxed,lax,unstrain,relax,relax
tenuity|thickness
terminate|begin,begin,hire
terrestrial|amphibious,aquatic
territorial waters|high sea,international waters
territorial|extraterritorial,nonterritorial
terseness|verboseness
testate|intestate
text edition|trade edition
text|trade edition
textbook|trade edition
thankful|ungrateful
thankless|grateful
the right way|improperly
the true|falsity
theatrical|untheatrical
theism|atheism
thematic|unthematic
then again|on the one hand
theoretic|empirical
theoretical|applied,empirical
theoretically|empirically
there|here
thereness|hereness
thermal reactor|fast reactor
thermal|nonthermal
thermic|nonthermal
thermoplastic|thermosetting
thermoset|thermoplastic
thermosetting|thermoplastic
thick|thinly,thin
thicken|thin
thickly|thinly
thickness|thinness
thin person|fat person
thin|thick,thicken,gain,fat,full,thickly
think of|forget
think|forget
thinkable|unthinkable
thinly|thickly
thinness|thickness,fatness
thirsty|hungry
thither|here
thoroughbred|mixed-blood
thoughtful|thoughtless,heedless
thoughtfully|thoughtlessly
thoughtfulness|thoughtlessness,inconsideration,unthoughtfulness
thoughtless|heedful,thoughtful
thoughtlessly|thoughtfully
thoughtlessness|thoughtfulness,consideration,thoughtfulness
three-dimensional|linear,planar
three-piece|one-piece,two-piece
thrifty|wasteful
throne|dethrone
through empirical observation|theoretically
throw in the towel|enter
throw in|enter
throw overboard|claim
throw up|keep down
thyrotoxicosis|hypothyroidism
tick over|run
tide|ebb
tidiness|untidiness
tidy|untidy
tie in|dissociate
tie|untie,disconnect
tied|untied,unlaced
tight money|easy money
tight|leaky,loose
tightening|loosening
tightness|distribution,looseness
timbered|untimbered
time off|work time
time to come|past
timeliness|inopportuneness,untimeliness,unseasonableness
timid|bold,brave
timidity|boldness
timorousness|boldness
tipped|untipped
tipsiness|soberness
tire out|refresh
tire|interest,refresh
tired|rested
titled|untitled
to a greater extent|less
to a higher degree|less than
to a higher place|below
to a lesser degree|more than
to a lesser extent|more
to a lower place|above
to both ears|monaurally
to one ear|binaurally
to the highest degree|least
to the lowest degree|most
toadstool|mushroom
tobacco user|nonsmoker
toe|toeless
toed|toeless
toeless|toed
tog out|dress down
tog up|dress down
tog|undress
tolerable|intolerable
tolerably|intolerably,unacceptably
tolerance|intolerance,unpermissiveness
tolerant|intolerant
tolerantly|intolerantly
tonal|atonal
tonality|atonality
tone|atonicity
toned|toneless
toneless|toned
tongue|artificial language
tongued|tongueless
tongueless|tongued
tonic|atonic
tonicity|atonicity
tonus|atonicity
too soon|late
toothed|toothless
toothless|toothed
toothsome|unpalatable
top of the inning|bottom
top out|bottom out
top|bottom,side,bottom
top-down|bottom-up
toper|nondrinker
topless|topped
topped|topless
totally|partly
touch on|break
touchable|intangible
touched|untouched,unmoved
tough luck|good luck,good fortune
tough|tender
toughened|untempered,tender
toxic|nontoxic
traceable|untraceable
trackable|untraceable
tracked|trackless
trackless|tracked
tractability|intractability
tractable|intractable
tractableness|intractability
trade book|text edition
trade edition|text edition
traditional|nontraditional
tragedy|comedy
trained|untrained
tramontane|cismontane
tranquilize|agitate,stimulate
tranquillise|agitate,stimulate
tranquillize|agitate,stimulate
transeunt|immanent
transgress|keep
transient|immanent
transitive|intransitive
transitively|intransitively
transitiveness|intransitivity
transitivise|detransitivize
transitivity|intransitivity
transitivize|detransitivize
translatable|untranslatable
translational|nontranslational
transmontane|cismontane
transonic|subsonic,supersonic
transparence|opacity
transparency|opacity
transport|disenchant
trapezium|parallelogram
travel|stay in place
traveled|untraveled
treated|untreated,untempered
treeless|wooded
tree-living|nonarboreal
tribalisation|detribalisation,detribalization
tribalization|detribalisation,detribalization
tributary|distributary
trick out|dress down
trick up|dress down
triclinic|monoclinic
trimmed|untrimmed
trinuclear|mononuclear,binucleate
trinucleate|mononuclear,binucleate
trinucleated|mononuclear,binucleate
triumph|defeat
troubled|untroubled
true statement|falsehood
TRUE|false,untruthful
true-false|multiple-choice
trueness|disloyalty,falsity
truly|insincerely
trust|mistrust,distrust,distrust
trustful|distrustful
trustfully|distrustfully
trustfulness|distrust
trustiness|untrustiness,untrustworthiness
trusting|distrustful
trustingly|distrustfully
trustingness|distrust
trustworthiness|untrustiness,untrustworthiness
trustworthy|untrustworthy
trusty|untrustworthy
truth|inaccuracy,falsity,falsehood
truthful|untruthful
truthfully|untruthfully
truthfulness|untruthfulness
tubed|tubeless
tubeless|tubed
tucked|untucked
tune up|untune
tune|untune
tuneful|tuneless
tunefully|unmelodiously
tuneless|tuneful
turn a loss|profit,break even
turn a profit|lose,break even
turn away|admit
turn down|accept,admit
turn in|turn out,get up
turn off|switch on
turn on|calm,switch off
turn out|switch on,turn in,go to bed
turn up|unfold
turn|unbend
turned|unturned
twine|untwine,untwist,unwind
twist|unbend,untwist
two-dimensional|cubic,linear
two-footed|quadruped,quadrupedal
two-handed|right-handed,left-handed
two-piece|three-piece,one-piece
two-sided|nonreversible
two-year|perennial,annual
type|antitype
typewriter font|proportional font
typical|atypical
typicality|atypicality
typically|atypically
uglify|beautify
ugliness|beauty
ugly|beautiful
ultimate|proximate
ultra vires|intra vires
unable|able
unabridged|abridged
unabused|abused
unaccented|tonic
unacceptability|acceptability
unacceptable|acceptable
unacceptableness|acceptability
unacceptably|tolerably,acceptably
unaccessible|accessible
unaccommodating|accommodating
unaccompanied|accompanied
unaccustomed|accustomed
unacknowledged|acknowledged
unacquisitive|acquisitive
unactable|actable
unadaptability|adaptability
unadaptable|adaptable
unaddicted|addicted
unaddressed|addressed
unadjusted|adjusted
unadoptable|adoptable
unadorned|adorned
unadventurous|adventurous
unadvisable|advisable
unadvised|well-advised
unaesthetic|aesthetic
unaffected|affected,moved
unaffectedness|affectedness
unaffixed|affixed
unafraid|afraid,insecure
unaggressive|aggressive
unagitated|agitated
unairworthy|airworthy
unalarming|alarming
unalert|alert
unalienable|alienable
unalike|alike
unalterability|alterability
unalterable|alterable
unaltered|altered
unambiguity|equivocalness,ambiguity
unambiguous|ambiguous,equivocal
unambiguously|ambiguously
unambitious|ambitious
unambitiously|ambitiously
unamended|amended
unanalyzed|analyzed
unangry|angry
unanimated|animated
unapologetic|apologetic
unappealable|appealable
unappealing|appealing,sympathetic
unappealingly|appealingly
unappendaged|appendaged
unappetising|appetizing
unappetisingness|appetizingness
unappetizing|appetizing
unappetizingness|appetizingness
unappreciatively|gratefully,appreciatively
unapproachability|approachability
unapproachable|approachable
unarbitrary|arbitrary
unargumentative|argumentative
unarmed|armed
unarmored|armored
unarmoured|armored
unarticulate|articulate
unarticulated|articulated
unascribable|attributable
unashamed|ashamed
unashamedly|ashamedly
unassertive|assertive
unassertively|assertively
unassigned|assigned
unassisted|assisted
unattached|attached
unattractive|attractive
unattractively|attractively
unattractiveness|attractiveness
unattributable|attributable
unauthorised|authorized
unauthorized|authorized
unavailability|availability,accessibility
unavailable|available
unavenged|avenged
unawakened|awakened
unaware|aware,witting
unawed|awed
unbalance|balance
unbalanced|balanced
unbalconied|balconied
unbanded|banded
unbaptised|baptized
unbaptized|baptized
unbar|bar
unbarreled|barreled
unbarrelled|barreled
unbearable|tolerable
unbecomingly|decorously
unbecomingness|becomingness
unbelief|belief
unbelievable|credible
unbelievably|believably,believably,credibly
unbelievingly|believingly,credulously
unbelt|belt
unbelted|belted
unbend|tense,bend
unbeneficed|beneficed
unbind|bind
unblemished|blemished
unblended|blended
unblock|freeze,block
unbodied|bodied
unbolt|bolt
unbordered|bordered
unborn|born
unbound|bound
unbounded interval|closed interval
unboundedness|finiteness
unbox|box
unbrace|tie
unbraid|braid
unbrainwashed|brainwashed
unbranded|branded
unbreakable|breakable
unbreakableness|breakableness
unbridgeable|bridgeable
unbridle|bridle
unbroken|broken,plowed
unbuckle|buckle
unburden|burden
unburdened|burdened
unburied|buried
unburned|burned
unbutton|button
unbuttoned|buttoned
uncamphorated|camphorated
uncared-for|cared-for
uncarpeted|carpeted
uncarved|carved
uncase|dress
uncastrated|castrated
uncaulked|caulked
uncensored|censored
unceremoniously|ceremoniously
unceremoniousness|ceremoniousness
uncertain|certain,sealed,sure,certain
uncertainly|steadily
uncertainness|certainty
uncertainty|certainty
uncertified|certified
unchain|chain
unchangeability|changeableness
unchangeable|changeable
unchangeableness|changeableness
unchanged|changed,altered
unchangingness|changeableness
uncharacteristic of|characteristic
uncharacteristic|characteristic
uncharacteristically|characteristically
uncharged|charged
uncharitable|charitable
unchartered|chartered
unchaste|chaste
uncheerful|cheerful
uncheerfulness|cheerfulness
unchivalrously|chivalrously
unchristian|christian
unchurch|communicate
uncivil|civil
uncivilly|civilly
unclasp|clasp
unclassified|classified
uncle|aunt
unclean|clean
uncleanliness|cleanliness
uncleanness|cleanness
unclear|clear,well-defined
uncleared|cleared
unclearness|clearness
unclimbable|scalable
unclip|clip
unclog|clog
unclothe|dress
unclothed|clothed
uncloudedness|opacity
unclutter|clutter
unco|unremarkably
uncoated|coated
uncoil|coil
uncoiled|coiled
uncollected|gathered,collected
uncolored|colored
uncoloured|colored
uncolumned|columned
uncombed|combed
uncombined|combined
uncomfortable|comfortable
uncomfortableness|comfort
uncomfortably|comfortably
uncommitted|committed,attached
uncommon|common
uncommonness|commonness
uncommunicative|communicative
uncommunicativeness|communicativeness
uncomparable|comparable
uncomparably|comparably
uncompartmented|compartmented
uncompassionate|compassionate
uncomplaining|complaining
uncomplainingly|complainingly
uncomplete|complete
uncomplimentary|complimentary,flattering
uncomprehensible|comprehensible
uncompress|compress
uncompromising|compromising
unconcealed|concealed
unconcern|concern
unconcerned|concerned
unconditional|conditional
unconditionally|conditionally
unconditioned|conditioned
unconfident|confident
unconfined|confined
unconfirmed|confirmed
unconformist|conformist
uncongenial|congenial
uncongeniality|congeniality
unconnected|connected
unconnectedness|connectedness
unconquerable|conquerable
unconscientious|conscientious
unconscientiousness|conscientiousness
unconscious|conscious
unconsciously|consciously
unconsciousness|consciousness
unconsolable|consolable
unconstipated|constipated
unconstitutional|constitutional
unconstitutionally|constitutionally
unconstricted|constricted
unconsummated|consummated
uncontaminated|contaminated
uncontaminating|dirty
uncontested|contested
uncontrived|studied
uncontrolled|controlled
uncontroversial|controversial
uncontroversially|controversially
unconventional|conventional,conventional
unconventionality|conventionality
unconventionally|conventionally
unconvertible|convertible
unconvinced|convinced
unconvincing|convincing
unconvincingly|convincingly
uncooperative|cooperative
uncork|cork
uncorrected|corrected
uncouple|couple
uncousinly|cousinly
uncover|cover
uncrannied|crannied
uncrate|crate
uncreative|creative
uncreativeness|creativeness
uncritical|critical
uncritically|critically
uncross|cross
uncrossed|crossed
uncrowded|crowded
uncrowned|crowned
uncrystallised|crystallized
uncrystallized|crystallized
uncultivated|cultivated
uncurtained|curtained
uncut|cut,mown,trimmed
undamaged|damaged
undatable|datable
undeceive|deceive
undecipherably|legibly
undeciphered|deciphered
undeclared|declared
undecorated|adorned
undedicated|dedicated
undefeated|defeated
undefined|defined
undelineated|delineated
undemanding|demanding
undemocratic|democratic
undemocratically|democratically
undemonstrative|demonstrative
undeniable|deniable
undependability|reliableness,reliability,dependableness,dependability
undependable|dependable,reliable
undependableness|reliableness,reliability,dependableness,dependability
undependably|reliably,dependably,faithfully
underachievement|overachievement
underact|overact
underage|major
underarm|overhand
underbid|outbid,overbid
undercharge|overcharge
underdress|dress up
underestimate|overestimate,overestimate,overvalue
underexpose|overexpose
undergarment|overgarment
underhand|overhand
underhanded|overhand
underived|derived
underpay|overpay
underplay|overact
underprivileged|privileged
underrate|overestimate
undershoot|overshoot
underspend|overspend
understandability|incomprehensibility
understandably|unintelligibly
understate|overstate
understatement|overstatement
understock|overstock
understood|ununderstood
undervalue|appreciate,overestimate,overvalue
undescriptive|descriptive
undeservedly|deservedly
undesigned|designed
undesirability|desirability
undesirable|desirable
undesiring|desirous
undesirous|desirous
undetected|detected
undeterminable|determinable
undetermined|determinate,determined
undeveloped|developed,exploited
undifferentiated|differentiated
undignified|dignified
undiluted|diluted
undimmed|dimmed
undiplomatic|diplomatic
undiplomatically|diplomatically
undiscerning|discerning
undiscipline|discipline
undiscriminating|discriminating
undistinguishable|distinguishable
undiversified|diversified
undo|make,wrap
undock|dock
undocumented|documented
undomestic|domestic
undrained|drained
undramatic|dramatic
undramatically|dramatically
undress|dress
undrinkable|drinkable
undue|due
undulatory theory|corpuscular theory of light,corpuscular theory
undynamic|dynamic
uneager|eager
unearned run|earned run
unearned|earned
uneasy|easy
uneatable|edible
unedifying|edifying
uneducated|educated
uneffective|effective
unemotional person|emotional person
unemotional|emotional
unemotionality|emotionality
unemotionally|emotionally
unemployable|employable
unemployed|employed
unemployment|employment
unenclosed|enclosed
unencumbered|encumbered
unendowed|endowed
unendurable|tolerable
unenforceable|enforceable
unenforced|enforced
unenlightened|enlightened
unenlightening|edifying,enlightening
unenlightenment|enlightenment
unenlivened|enlivened
unenterprising|enterprising
unentertaining|entertaining
unenthusiastic|enthusiastic
unenthusiastically|enthusiastically
unequal|equal,like
unequally|equally,evenly
unequipped|equipped
unequivocal|equivocal
unequivocally|ambiguously
unequivocalness|equivocalness,ambiguity
unerect|erect
unergetic|energetic
unessential|essential
unestablished|established
unethical|ethical
unethically|ethically
uneven|even
unevenly|evenly,equally,evenly
unevenness|evenness,invariability,evenness
uneventful|eventful
unexchangeability|exchangeability
unexchangeable|exchangeable,convertible
unexcitable|excitable
unexcited|excited
unexciting|exciting,stimulating
unexcitingly|excitingly
unexhausted|exhausted
unexpansive|expansive
unexpected|expected
unexpectedly|deliberately
unexpectedness|expectedness
unexpendable|expendable
unexpired|expired
unexploited|exploited
unexplorative|exploratory
unexploratory|exploratory
unexportable|exportable
unexpressible|expressible
unextended|extended
unfaceted|faceted
unfair|impartial,fair
unfairly|fairly
unfairness|equity,fairness,fairness
unfaithful|faithful
unfaithfully|reliably,dependably,faithfully
unfaithfulness|faithfulness,fidelity
unfamiliar|familiar
unfamiliarity|familiarity
unfashionable|fashionable
unfashionably|fashionably
unfasten|fasten
unfastened|shut,fastened,buttoned,tied
unfastidious|fastidious
unfathomable|fathomable
unfavorable|favorable
unfavorableness|favorableness
unfavorably|favorably
unfavourable|favorable
unfavourableness|favorableness
unfavourably|favorably
unfeasibility|feasibility
unfeathered|feathered
unfeelingly|feelingly
unfeignedly|insincerely
unfertile|fertile
unfilled|filled
unfinished|finished
unfit|fit,qualify
unfitness|ability,fitness
unfixed|fixed
unflattering|flattering
unfledged|fledged
unfocused|focused
unfocussed|focused
unfold|fold
unforceful|forceful
unforgettable|forgettable
unforgettably|unmemorably
unforgivably|forgivably,pardonably,excusably
unforgiving|forgiving
unforgivingly|forgivingly
unformed|formed
unfortunate|fortunate,auspicious
unfortunately|luckily,fortunately
unframed|framed
unfree|free
unfreeze|freeze,block
unfretted|fretted
unfriendliness|friendliness
unfriendly|friendly
unfrozen|frozen
unfruitful|fruitful
unfueled|fueled
unfunded|funded
unfurl|roll up
unfurnished|furnished
unfurrowed|furrowed
ungathered|gathered,collected
ungeared|geared
ungenerous|generous
unglazed|glazed
ungodliness|godliness
ungracefully|gracefully,graciously
ungracious|gracious
ungraciously|gracefully,graciously
ungraciousness|graciousness
ungrammatical|grammatical
ungrammatically|grammatically
ungrateful|grateful
ungratefully|gratefully,appreciatively
ungratefulness|gratitude
ungreased|lubricated
ungregarious|gregarious
ungroomed|groomed
ungrudgingly|grudgingly
unguiculate|ungulate
unguiculated|ungulate
unguided|guided
ungulate|unguiculate
ungulated|unguiculate
ungusseted|gusseted
unhallow|consecrate
unhallowed|holy
unhappily|happily
unhappiness|happiness
unhappy|euphoric,happy
unhardened|tempered
unharmonious|harmonious
unharness|harness
unheaded|headed
unhealthful|healthful,sanitary
unhealthfulness|healthfulness
unhealthiness|good health
unhealthy|healthy
unhearable|audible
unheeding|heedful
unhelpful|helpful
unhelpfully|helpfully
unhesitatingly|hesitantly
unhitch|hitch
unholiness|holiness
unholy|holy
unhook|hook
unhumorous|humorous
unhurried|hurried
unhurriedly|hurriedly
unhygienically|hygienically
unicameral|bicameral
unidentifiable|identifiable
unidimensional|multidimensional
unidirectional|bidirectional
unification|separation,disunion
uniform|differentiated,multiform
uniformity|nonuniformity
uniformness|nonuniformity
unify|disunify,divide
unilateral|multilateral
unilaterally|bilaterally
unilluminating|enlightening
unimaginatively|imaginatively
unimodal|bimodal
unimpaired|impaired
unimportance|importance
unimportant|important,significant
unimpressionable|impressionable
unimpressive|impressive
unimpressively|impressively
unimproved|improved
uninflected|synthetic,inflected
uninfluential|influential
uninformative|informative
uninformatively|instructively,informatively
uninformed|informed
uninhabited|inhabited
uninhibited|inhibited
uninitiate|initiate
uninjectable|injectable
uninjured|injured
uninquiring|inquiring
uninquisitive|inquiring
uninspiring|inspiring
uninstructive|instructive
uninstructively|instructively,informatively
uninsurability|insurability
uninsured|insured
unintegrated|integrated
unintelligent|intelligent
unintelligently|intelligently
unintelligibility|intelligibility
unintelligible|intelligible
unintelligibly|intelligibly
unintended|intended
unintentional|designed
unintentionally|deliberately,intentionally
uninterested|interested
uninteresting|interesting
uninterestingly|interestingly
uninterestingness|interestingness
uninterrupted|discontinuous
unintrusive|intrusive
uninucleate|multinucleate
uninviting|inviting
uninvolved|involved
union|nonunion,separation,disunion
unionised|ionized
unionized|ionized
uniparous|multiparous
unipolar|bipolar
unironed|ironed
unitary|federal
unite|divide,disunify
united|divided
uniting|disunion
univalent|bivalent,multivalent,polyvalent
univalve|bivalve
universal agent|special agent
universal proposition|particular proposition,particular
universal|particular proposition,particular
univocal|equivocal
unjust|just,equitable,fair
unjustifiably|justifiably
unjustly|justly
unjustness|justice
unkept|unbroken
unkeyed|tonal
unkind|kind
unkindly|kindly
